STT,Identifier,Company Name,Country of Exchange,GICS Industry Name,Year,FV,ESG,SIZE,LEV,lctat,lctlt,chtct,CH,CF,cheat,Inventory,Fixed,Growth,NI,BoardMeetings,Female,CEO,G_score,E_score,GDP_growth,GDPpercapita,INF
290,FVCO.KL,Favelle Favco Bhd,Malaysia,Machinery,2019,#DIV/0!,0,#NUM!,#DIV/0!,0.20150337,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.309659903,21939594.03,0,0,0,0,0,4.413187421,4.038230265,0.071826909
290,FVCO.KL,Favelle Favco Bhd,Malaysia,Machinery,2018,#DIV/0!,0,#NUM!,#DIV/0!,0.26392873,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,-0.013186736,16608232.45,0,0,0,0,0,4.843086976,4.03749829,0.624674675
291,GADA.KL,Gadang Holdings Bhd,Malaysia,Construction & Engineering,2024,0.14317078,46.75,8.512177666,0.144836252,0.192183988,0.858630372,0.269467933,0,17351046.32,0.058791517,0.759984743,0,0.523193293,1645426.76,6,33.33,0,58.88,24.63,5.114155478,4.074350408,0.782509892
291,GADA.KL,Gadang Holdings Bhd,Malaysia,Construction & Engineering,2023,0.154549004,39.94,8.470011005,0.135303727,0.204786509,0.735764274,0.191886989,0,-9653273.81,-0.03205544,1.058130902,0.107450637,0.153659505,105229.59,6,33.33,TRUE,46.87,17.93,3.555487154,4.056107349,-1.872255625
291,GADA.KL,Gadang Holdings Bhd,Malaysia,Construction & Engineering,2022,0.151786402,27.31,8.478772879,0.163282759,0.23121905,0.54883438,0.391204912,0,-16254064.6,-0.045526146,0.824093814,0.113614359,-0.278069114,-8930414.05,6,33.33,TRUE,37.84,11.53,8.861821876,4.069967336,6.403485118
291,GADA.KL,Gadang Holdings Bhd,Malaysia,Construction & Engineering,2021,0.12742186,28.6,8.552701092,0.188429933,0.242483222,0.512533671,0.396413709,0,10803294.49,0.025867305,1.034966254,0.101414744,0.06827313,9862513.14,6,20,TRUE,47.78,6.11,3.315349544,4.037550459,5.675938488
291,GADA.KL,Gadang Holdings Bhd,Malaysia,Construction & Engineering,2020,0.111276469,0,8.620805024,0.237433011,0.151745002,0.519077048,0.221595742,0,2170147.99,0.005299897,1.191678653,0.109279813,-0.099834221,3217933.04,0,0,0,0,0,-5.456846584,3.998151461,-0.818007729
291,GADA.KL,Gadang Holdings Bhd,Malaysia,Construction & Engineering,2019,0.111128624,0,8.612221901,0.162466744,0.183967432,0.631788219,0.174405744,0,20145548.91,0.047260118,1.169012159,0.112354038,-0.056422615,8205838.9,0,0,0,0,0,4.413187421,4.038230265,0.071826909
291,GADA.KL,Gadang Holdings Bhd,Malaysia,Construction & Engineering,2018,0.109050318,0,8.6296843,0.201756387,0.236738127,0.616965702,0.13149405,0,-19925741.23,-0.046504984,1.371409267,0.116209841,0.097992824,10537345.43,0,0,0,0,0,4.843086976,4.03749829,0.624674675
292,GAMU.KL,Gamuda Bhd,Malaysia,Construction & Engineering,2024,1.329196414,79.55,9.763821774,0.298003321,0.263328487,0.516249645,0.211285523,0,-50784189.9,-0.009595956,0.675488308,0.116359026,0.593549813,205360627.2,4,42.86,0,81.61,84.7,5.114155478,4.074350408,0.782509892
292,GAMU.KL,Gamuda Bhd,Malaysia,Construction & Engineering,2023,1.452845994,73.09,9.723640302,0.292317663,0.269507383,0.526010974,0.250404533,0,204604393.2,0.044914013,0.932155607,0.116399272,0.654973904,185649434.2,8,57.14,0,67.92,78.63,3.555487154,4.056107349,-1.872255625
292,GAMU.KL,Gamuda Bhd,Malaysia,Construction & Engineering,2022,1.709589964,76.2,9.658533093,0.236417844,0.251394927,0.613036914,0.130197421,0,134473246.4,0.03078726,0.71914019,0.10138473,0.32166961,166684802.2,8,42.86,0,82.27,79.44,8.861821876,4.069967336,6.403485118
292,GAMU.KL,Gamuda Bhd,Malaysia,Construction & Engineering,2021,1.790300329,74.02,9.640264856,0.284339541,0.245463754,0.483907354,0.123423433,0,-49422475.11,-0.011302254,0.786699022,0.10105485,-0.035463814,149878852.5,6,42.86,0,79.42,80.27,3.315349544,4.037550459,5.675938488
292,GAMU.KL,Gamuda Bhd,Malaysia,Construction & Engineering,2020,1.789533444,58.53,9.640759413,0.295743986,0.281629055,0.589455636,0.124694156,0,103289591.7,0.024799723,0.589665578,0.095773131,-0.218819383,101253481.2,6,42.86,0,50.74,72.03,-5.456846584,3.998151461,-0.818007729
292,GAMU.KL,Gamuda Bhd,Malaysia,Construction & Engineering,2019,1.85159197,60.81,9.619609723,0.299390771,0.217497955,0.560025326,0.059537288,0,25225454.55,0.006162134,0.619158735,0.088687317,0.066380493,182368000,7,42.86,0,54.05,73.93,4.413187421,4.038230265,0.071826909
292,GAMU.KL,Gamuda Bhd,Malaysia,Construction & Engineering,2018,1.912027988,54.15,9.612107864,0.344911324,0.238277898,0.415754458,0.057859375,0,117546394.3,0.031901899,0.844580567,0.076827559,0.383118835,142912133.9,5,33.33,0,47.29,63.6,4.843086976,4.03749829,0.624674675
293,GDEX.KL,Gdex Bhd,Malaysia,Air Freight & Logistics,2024,#DIV/0!,41.97,#NUM!,#DIV/0!,0.499448922,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.084179442,-438086.39,5,30,TRUE,64.3,23.87,5.114155478,4.074350408,0.782509892
293,GDEX.KL,Gdex Bhd,Malaysia,Air Freight & Logistics,2023,#DIV/0!,37.06,#NUM!,#DIV/0!,0.490202831,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,-0.007124033,-8433575.16,6,36.36,TRUE,46.13,22.66,3.555487154,4.056107349,-1.872255625
293,GDEX.KL,Gdex Bhd,Malaysia,Air Freight & Logistics,2022,#DIV/0!,36.65,#NUM!,#DIV/0!,0.461193213,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,-0.430234086,-3487209.09,7,30,TRUE,46.03,19.24,8.861821876,4.069967336,6.403485118
293,GDEX.KL,Gdex Bhd,Malaysia,Air Freight & Logistics,2021,#DIV/0!,35.57,#NUM!,#DIV/0!,0.456783454,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.799364176,10189476.46,9,20,TRUE,36.27,20.92,3.315349544,4.037550459,5.675938488
293,GDEX.KL,Gdex Bhd,Malaysia,Air Freight & Logistics,2020,#DIV/0!,0,#NUM!,#DIV/0!,0.431326825,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.118622894,4318316.21,0,0,0,0,0,-5.456846584,3.998151461,-0.818007729
293,GDEX.KL,Gdex Bhd,Malaysia,Air Freight & Logistics,2019,#DIV/0!,0,#NUM!,#DIV/0!,0.407472698,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.047366272,7861440.68,0,0,0,0,0,4.413187421,4.038230265,0.071826909
293,GDEX.KL,Gdex Bhd,Malaysia,Air Freight & Logistics,2018,#DIV/0!,0,#NUM!,#DIV/0!,0.421612088,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.242847834,5851255.57,0,0,0,0,0,4.843086976,4.03749829,0.624674675
294,GENT.KL,Genting Bhd,Malaysia,"Hotels, Restaurants & Leisure",2024,0.111082935,70.17,10.37146063,0.384518474,0.268189224,0.149391613,0.431669684,0.168482201,-281154879.1,-0.012079507,0.037684958,0.878655096,0.049973837,452394807.5,4,12.5,TRUE,31.45,84.49,5.114155478,4.074350408,0.782509892
294,GENT.KL,Genting Bhd,Malaysia,"Hotels, Restaurants & Leisure",2023,0.110675442,71.43,10.3668964,0.372792718,0.250810462,0.140259747,0.507046234,0.17276445,379302832.2,0.016280743,0.037125911,0.861702138,0.161382773,493943355.1,5,12.5,TRUE,31.14,85,3.555487154,4.056107349,-1.872255625
294,GENT.KL,Genting Bhd,Malaysia,"Hotels, Restaurants & Leisure",2022,0.113972162,72.42,10.36731186,0.389375239,0.246682269,0.126458152,0.581450388,0.163013025,-150704545.5,-0.006125382,0.058448683,0.84880538,0.565698638,10113636.36,5,12.5,TRUE,29.85,90.11,8.861821876,4.069967336,6.403485118
294,GENT.KL,Genting Bhd,Malaysia,"Hotels, Restaurants & Leisure",2021,0.11039667,69.31,10.39099319,0.397651103,0.256289619,0.121501967,0.734000419,0.15891754,-814697406.3,-0.032868835,0.055767343,0.818730655,0.129497413,-339361191.2,6,12.5,TRUE,31.7,83.91,3.315349544,4.037550459,5.675938488
294,GENT.KL,Genting Bhd,Malaysia,"Hotels, Restaurants & Leisure",2020,0.110029809,50.68,10.39421202,0.368998705,0.278885163,0.106094283,1.483368439,0.155368774,-1071616915,-0.042952325,0.028308282,0.745235395,-0.455851397,-515920398,5,12.5,TRUE,22.51,71.48,-5.456846584,3.998151461,-0.818007729
294,GENT.KL,Genting Bhd,Malaysia,"Hotels, Restaurants & Leisure",2019,0.112203708,48.68,10.39705288,0.324059661,0.360204466,0.14140531,0.972373933,0.206958881,-172584984.1,-0.00741383,0.034936575,0.670307911,0.047007458,900244558.6,5,14.29,TRUE,25.1,63.15,4.413187421,4.038230265,0.071826909
294,GENT.KL,Genting Bhd,Malaysia,"Hotels, Restaurants & Leisure",2018,0.122312295,43.13,10.36696039,0.303974146,0.443795038,0.163548992,0.490018185,0.270743925,362227602.9,0.015647984,0.035884779,0.624468751,0.019628422,591743341.4,4,12.5,TRUE,22.09,55.39,4.843086976,4.03749829,0.624674675
295,GESH.KL,GE-SHEN Corporation Bhd,Malaysia,Containers & Packaging,2024,1.86978383,13.54,7.914145632,0.347865574,0.319539635,0.503574499,0.420829777,0,3782229.19,0.055859762,0.179758585,0,0.102471224,2872426.14,6,40,FALSE,16.44,5.41,5.114155478,4.074350408,0.782509892
295,GESH.KL,GE-SHEN Corporation Bhd,Malaysia,Containers & Packaging,2023,2.294474852,10.84,7.830648761,0.338892357,0.234584298,0.592492626,0.234535073,0,2522657.95,0.040324842,0.186933548,0,-0.031166003,1982788.67,5,33.33,TRUE,13.46,0.39,3.555487154,4.056107349,-1.872255625
295,GESH.KL,GE-SHEN Corporation Bhd,Malaysia,Containers & Packaging,2022,2.473351044,16.11,7.796285696,0.369767163,0.202623369,0.627260313,0.120401338,0,875454.55,0.013268808,0.151691272,0,0.000835633,2180454.55,5,28.57,0,28.86,0.44,8.861821876,4.069967336,6.403485118
295,GESH.KL,GE-SHEN Corporation Bhd,Malaysia,Containers & Packaging,2021,2.319546915,0,7.819401689,0.381066777,0.197745229,0.642840803,0.062736234,0,-1229106.63,-0.019553251,0.237356051,0,0.182293744,3354466.86,0,0,0,0,0,3.315349544,4.037550459,5.675938488
295,GESH.KL,GE-SHEN Corporation Bhd,Malaysia,Containers & Packaging,2020,2.436367167,0,7.798370596,0.369097133,0.229459915,0.638529638,0.088034477,0,757462.69,0.013159188,0.248413083,0,0.252788095,328358.21,0,0,0,0,0,-5.456846584,3.998151461,-0.818007729
295,GESH.KL,GE-SHEN Corporation Bhd,Malaysia,Containers & Packaging,2019,2.692591891,0,7.760132152,0.403918953,0.274354194,0.563541359,0.090197941,0,-2574468.09,-0.050406537,0.148849012,0,-0.206403156,-2209342.14,0,0,0,0,0,4.413187421,4.038230265,0.071826909
295,GESH.KL,GE-SHEN Corporation Bhd,Malaysia,Containers & Packaging,2018,3.018015386,0,7.708200655,0.330484128,0.386315644,0.536010344,0.207003917,0,96125.91,0.001750569,0.094419651,0,-0.132477923,1093220.34,0,0,0,0,0,4.843086976,4.03749829,0.624674675
296,GKMS.KL,George Kent (Malaysia) Bhd,Malaysia,Construction & Engineering,2024,0.259551821,49.68,8.230311229,0.269530364,0.4872592,0.958399363,0,0.32594456,-5252536.64,-0.031559219,0.565066698,0,0.089060388,979706.88,4,33.33,0,63.34,28.5,5.114155478,4.074350408,0.782509892
296,GKMS.KL,George Kent (Malaysia) Bhd,Malaysia,Construction & Engineering,2023,0.269044013,49.71,8.221242844,0.263013591,0.514788698,0.490264129,0,0.349026573,6432609.85,0.035137594,0.313424145,0,-0.491777731,-5475489.68,5,33.33,0,68.98,25.04,3.555487154,4.056107349,-1.872255625
296,GKMS.KL,George Kent (Malaysia) Bhd,Malaysia,Construction & Engineering,2022,0.24146192,50.32,8.262615191,0.247219556,0.546579263,0.497442177,0.549618211,0,-8578231.29,-0.041452595,0.284485116,0.222239838,-0.337194996,162131.52,9,16.67,0,61.17,27.01,8.861821876,4.069967336,6.403485118
296,GKMS.KL,George Kent (Malaysia) Bhd,Malaysia,Construction & Engineering,2021,0.209375815,42.41,8.315846033,0.234431552,0.572960067,0.578808051,0.912186305,0,-13497025.93,-0.065934826,0.257121082,0.206236807,0.127057086,7436830.84,10,16.67,0,59.46,18.17,3.315349544,4.037550459,5.675938488
296,GKMS.KL,George Kent (Malaysia) Bhd,Malaysia,Construction & Engineering,2020,0.218332939,0,8.311123217,0.259215172,0.602328211,0.579111287,1.53978051,0,23817852.83,0.130257188,0.178169503,0.208159888,-0.085561103,11759710.49,0,0,0,0,0,-5.456846584,3.998151461,-0.818007729
296,GKMS.KL,George Kent (Malaysia) Bhd,Malaysia,Construction & Engineering,2019,0.251599733,0,8.26210091,0.087926911,0.523843927,0.98684696,0.547826536,0,-5266422.47,-0.027048325,0.117736457,0.223463202,-0.222181047,10152869.35,0,0,0,0,0,4.413187421,4.038230265,0.071826909
296,GKMS.KL,George Kent (Malaysia) Bhd,Malaysia,Construction & Engineering,2018,0.243306425,0,8.289375323,0.075431648,0.504769841,0.992115266,0.407284682,0,-60364435.76,-0.247388728,0.088556322,0.211926952,-0.333666316,21086223.74,0,0,0,0,0,4.843086976,4.03749829,0.624674675
297,GNCH.KL,Guan Chong Bhd,Malaysia,Food Products,2024,#DIV/0!,54.12,#NUM!,#DIV/0!,0.287479715,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,1.016157807,96051573.41,5,42.86,TRUE,42.64,57.32,5.114155478,4.074350408,0.782509892
297,GNCH.KL,Guan Chong Bhd,Malaysia,Food Products,2023,#DIV/0!,55.28,#NUM!,#DIV/0!,0.284637803,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.154021369,21988217.86,5,33.33,TRUE,51.39,60.49,3.555487154,4.056107349,-1.872255625
297,GNCH.KL,Guan Chong Bhd,Malaysia,Food Products,2022,#DIV/0!,54.09,#NUM!,#DIV/0!,0.265045978,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.066137592,33502377.27,5,33.33,TRUE,49.31,53.48,8.861821876,4.069967336,6.403485118
297,GNCH.KL,Guan Chong Bhd,Malaysia,Food Products,2021,#DIV/0!,0,#NUM!,#DIV/0!,0.272641681,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.027852652,37185028.82,0,0,0,0,0,3.315349544,4.037550459,5.675938488
297,GNCH.KL,Guan Chong Bhd,Malaysia,Food Products,2020,#DIV/0!,0,#NUM!,#DIV/0!,0.256724447,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.274203248,55400258.71,0,0,0,0,0,-5.456846584,3.998151461,-0.818007729
297,GNCH.KL,Guan Chong Bhd,Malaysia,Food Products,2019,#DIV/0!,0,#NUM!,#DIV/0!,0.282369293,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.306894402,53301117.63,0,0,0,0,0,4.413187421,4.038230265,0.071826909
297,GNCH.KL,Guan Chong Bhd,Malaysia,Food Products,2018,#DIV/0!,0,#NUM!,#DIV/0!,0.227775772,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.036393408,46032607.75,0,0,0,0,0,4.843086976,4.03749829,0.624674675
298,GOPK.KL,Gopeng Bhd,Malaysia,Food Products,2024,0.446797983,31.43,8.157101991,0.00056272,0.057425865,0.773684383,0,0,5819997.76,0.045132667,0.027652624,0,30.66085744,5307981.2,5,12.5,0,49.33,45.58,5.114155478,4.074350408,0.782509892
298,GOPK.KL,Gopeng Bhd,Malaysia,Food Products,2023,0.49748659,30.28,8.110431817,0,0.059646931,0.760159334,0,0,1168640.52,0.017219834,0.024370421,0,-0.33272644,-155960.78,5,0,0,59.3,27.18,3.555487154,4.056107349,-1.872255625
298,GOPK.KL,Gopeng Bhd,Malaysia,Food Products,2022,0.933165918,19.89,7.831651991,0.006697694,0.064267285,0.132009362,0,0,-783875,-0.010621108,0.08124333,0,-0.153230712,-831115.91,5,0,0,44.78,15.56,8.861821876,4.069967336,6.403485118
298,GOPK.KL,Gopeng Bhd,Malaysia,Food Products,2021,0.905789476,0,7.868076981,0,0.065342098,0.039067381,0,0,1646594.62,0.02085158,0.033982298,0,0.506977475,-554683,0,0,0,0,0,3.315349544,4.037550459,5.675938488
298,GOPK.KL,Gopeng Bhd,Malaysia,Food Products,2020,0.847159144,0,7.897447732,4.25265E-05,0.064529412,0.097080547,0,0,-2588430.35,-0.032977084,0.04507454,0,0.360935238,-1639427.86,0,0,0,0,0,-5.456846584,3.998151461,-0.818007729
298,GOPK.KL,Gopeng Bhd,Malaysia,Food Products,2019,0.83971879,0,7.894824234,0.000104408,0.070130328,0.07983793,0,0,-963.56,-1.22532E-05,0.032406466,0,-0.340655143,792367.33,0,0,0,0,0,4.413187421,4.038230265,0.071826909
298,GOPK.KL,Gopeng Bhd,Malaysia,Food Products,2018,0.838760457,0,7.895628715,0.000195583,0.082808626,0.071897698,0,0,14767.55,0.000182578,0.00612936,0,-0.33355639,524297.82,0,0,0,0,0,4.843086976,4.03749829,0.624674675
299,HAPP.KL,Hap Seng Plantations Holdings Bhd,Malaysia,Food Products,2024,#DIV/0!,29.61,#NUM!,#DIV/0!,0.286631431,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.157462255,45800805.73,5,20,0,32.94,34.7,5.114155478,4.074350408,0.782509892
299,HAPP.KL,Hap Seng Plantations Holdings Bhd,Malaysia,Food Products,2023,#DIV/0!,25.22,#NUM!,#DIV/0!,0.318302833,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,-0.214060193,19906100.22,6,20,0,28.26,23.33,3.555487154,4.056107349,-1.872255625
299,HAPP.KL,Hap Seng Plantations Holdings Bhd,Malaysia,Food Products,2022,#DIV/0!,22.94,#NUM!,#DIV/0!,0.34534551,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.149084201,47798863.64,5,16.67,0,24.95,17.31,8.861821876,4.069967336,6.403485118
299,HAPP.KL,Hap Seng Plantations Holdings Bhd,Malaysia,Food Products,2021,#DIV/0!,0,#NUM!,#DIV/0!,0.362782431,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.385069434,53799951.97,0,0,0,0,0,3.315349544,4.037550459,5.675938488
299,HAPP.KL,Hap Seng Plantations Holdings Bhd,Malaysia,Food Products,2020,#DIV/0!,0,#NUM!,#DIV/0!,0.290278553,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.136223499,22461691.54,0,0,0,0,0,-5.456846584,3.998151461,-0.818007729
299,HAPP.KL,Hap Seng Plantations Holdings Bhd,Malaysia,Food Products,2019,#DIV/0!,0,#NUM!,#DIV/0!,0.289102262,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.08199296,7691122.52,0,0,0,0,0,4.413187421,4.038230265,0.071826909
299,HAPP.KL,Hap Seng Plantations Holdings Bhd,Malaysia,Food Products,2018,#DIV/0!,0,#NUM!,#DIV/0!,0.271716279,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,-0.310685475,7048184.02,0,0,0,0,0,4.843086976,4.03749829,0.624674675
300,HAPS.KL,Hap Seng Consolidated Bhd,Malaysia,Industrial Conglomerates,2024,0.345300278,43.35,9.629451695,0.382801683,0.306565712,0.377311187,0.29905891,0.092963709,-88234556.85,-0.021714898,0.31265901,0.363640614,-0.049564392,172787824.5,7,11.11,0,41.91,61.3,5.114155478,4.074350408,0.782509892
300,HAPS.KL,Hap Seng Consolidated Bhd,Malaysia,Industrial Conglomerates,2023,0.350417191,40.31,9.608880914,0.373620382,0.269543078,0.408678168,0.271323988,0.061475068,183530065.4,0.043289465,0.234058592,0.36042512,-0.179496453,197928540.3,6,11.11,0,35.7,56.16,3.555487154,4.056107349,-1.872255625
300,HAPS.KL,Hap Seng Consolidated Bhd,Malaysia,Industrial Conglomerates,2022,0.350531078,42.6,9.627325,0.386443729,0.275344703,0.387114838,0.103598026,0.076333617,46823409.09,0.011153262,0.340376212,0.362366153,0.119140223,241564318.2,6,10,0,36.93,57.39,8.861821876,4.069967336,6.403485118
300,HAPS.KL,Hap Seng Consolidated Bhd,Malaysia,Industrial Conglomerates,2021,0.353717476,37.43,9.623061117,0.369460914,0.268874423,0.39535663,0.084726674,0.106842004,63661143.13,0.014818666,0.395685901,0.351386264,-0.007778345,241437079.7,6,11.11,0,21.18,51.08,3.315349544,4.037550459,5.675938488
300,HAPS.KL,Hap Seng Consolidated Bhd,Malaysia,Industrial Conglomerates,2020,0.345908146,41.68,9.633065329,0.383180924,0.290194489,0.464177692,0.067838283,0.117200489,-32169402.99,-0.007571609,0.340661208,0.310864842,-0.161402782,198717661.7,7,12.5,0,23.32,52.21,-5.456846584,3.998151461,-0.818007729
300,HAPS.KL,Hap Seng Consolidated Bhd,Malaysia,Industrial Conglomerates,2019,0.348208052,47.62,9.628254809,0.375269241,0.290139351,0.50063881,0.116729461,0.070072937,116547077.5,0.030903023,0.467194837,0.311709271,0.147394023,298220836.4,5,11.11,0,26.38,58.35,4.413187421,4.038230265,0.071826909
300,HAPS.KL,Hap Seng Consolidated Bhd,Malaysia,Industrial Conglomerates,2018,0.397248027,54.48,9.576500422,0.348552344,0.243395152,0.448227314,0.094705586,0.065917368,-8383777.24,-0.002574468,0.551948832,0.320053719,0.15535593,287375786.9,5,10,0,41.9,52.7,4.843086976,4.03749829,0.624674675
301,HARR.KL,Harbour-Link Group Bhd,Malaysia,Marine Transportation,2024,0.392498167,34.74,8.497905266,0.057851346,0.08795835,0,#DIV/0!,0,0,#DIV/0!,0,0,0.264991631,0,4,16.67,0,45.61,26.05,5.114155478,4.074350408,0.782509892
301,HARR.KL,Harbour-Link Group Bhd,Malaysia,Marine Transportation,2023,#DIV/0!,36.6,#NUM!,#DIV/0!,0.109787349,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,-0.074790213,22611614,5,14.29,0,55.82,26.48,3.555487154,4.056107349,-1.872255625
301,HARR.KL,Harbour-Link Group Bhd,Malaysia,Marine Transportation,2022,#DIV/0!,21.64,#NUM!,#DIV/0!,0.080778664,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.047985237,37528628.08,4,7.69,0,17.96,18.34,8.861821876,4.069967336,6.403485118
301,HARR.KL,Harbour-Link Group Bhd,Malaysia,Marine Transportation,2021,#DIV/0!,22.36,#NUM!,#DIV/0!,0.221729321,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.403568382,40732414.89,4,7.69,0,20.58,18.8,3.315349544,4.037550459,5.675938488
301,HARR.KL,Harbour-Link Group Bhd,Malaysia,Marine Transportation,2020,#DIV/0!,0,#NUM!,#DIV/0!,0.164053034,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.018018428,18009281.93,0,0,0,0,0,-5.456846584,3.998151461,-0.818007729
301,HARR.KL,Harbour-Link Group Bhd,Malaysia,Marine Transportation,2019,#DIV/0!,0,#NUM!,#DIV/0!,0.225056664,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.002337554,5520499.77,0,0,0,0,0,4.413187421,4.038230265,0.071826909
301,HARR.KL,Harbour-Link Group Bhd,Malaysia,Marine Transportation,2018,#DIV/0!,0,#NUM!,#DIV/0!,0.277410505,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,-0.101959586,7078082.32,0,0,0,0,0,4.843086976,4.03749829,0.624674675
302,HCKC.KL,HCK Capital Group Bhd,Malaysia,Real Estate Management & Development,2024,#DIV/0!,49.9,#NUM!,#DIV/0!,0.265661715,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,1.322604883,4389883.62,6,10,0,73.33,23.5,5.114155478,4.074350408,0.782509892
302,HCKC.KL,HCK Capital Group Bhd,Malaysia,Real Estate Management & Development,2023,#DIV/0!,40.87,#NUM!,#DIV/0!,0.227767922,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.139654967,5316122,6,10,0,64.7,13.42,3.555487154,4.056107349,-1.872255625
302,HCKC.KL,HCK Capital Group Bhd,Malaysia,Real Estate Management & Development,2022,#DIV/0!,27.71,#NUM!,#DIV/0!,0.229426941,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.484081089,2712727.27,4,0,0,37.46,15.57,8.861821876,4.069967336,6.403485118
302,HCKC.KL,HCK Capital Group Bhd,Malaysia,Real Estate Management & Development,2021,#DIV/0!,21.33,#NUM!,#DIV/0!,0.210876866,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.230015666,596301.63,4,0,0,20.13,15.5,3.315349544,4.037550459,5.675938488
302,HCKC.KL,HCK Capital Group Bhd,Malaysia,Real Estate Management & Development,2020,#DIV/0!,0,#NUM!,#DIV/0!,0.20167297,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.034172258,872388.06,0,0,0,0,0,-5.456846584,3.998151461,-0.818007729
302,HCKC.KL,HCK Capital Group Bhd,Malaysia,Real Estate Management & Development,2019,#DIV/0!,0,#NUM!,#DIV/0!,0.286227776,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,1.408652811,1633651.26,0,0,0,0,0,4.413187421,4.038230265,0.071826909
302,HCKC.KL,HCK Capital Group Bhd,Malaysia,Real Estate Management & Development,2018,#DIV/0!,0,#NUM!,#DIV/0!,0.209970124,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0.243721543,2729297.82,0,0,0,0,0,4.843086976,4.03749829,0.624674675
303,HEKR.KL,Hektar Real Estate Investment Trust,Malaysia,Retail REITs,2024,0.243858042,44.25,8.506443146,0.417198541,0.079939804,0.078908041,0.341140359,0,-9709357.65,-0.033894338,0,0.000502077,0.149911713,5509218.89,7,20,TRUE,18.75,42.88,5.114155478,4.074350408,0.782509892
303,HEKR.KL,Hektar Real Estate Investment Trust,Malaysia,Retail REITs,2023,0.273222765,40.24,8.457063347,0.427598959,0.08963009,0.04132657,2.385650619,0,10809191.72,0.038494687,0,0.000444796,-0.089948733,10687886.71,6,50,TRUE,25.6,40.74,3.555487154,4.056107349,-1.872255625
303,HEKR.KL,Hektar Real Estate Investment Trust,Malaysia,Retail REITs,2022,0.279329196,36.13,8.448392428,0.446330068,0.094456484,0.064761862,0.560757555,0,-10611770.45,-0.035904073,0,0,0.150603345,16964920.45,5,25,TRUE,21.88,36.91,8.861821876,4.069967336,6.403485118
